Bundesland,date,Impfserie1,Impfserie2,Impfserie3,Impfserie4
Thüringen,2021-06-09,12389,19348,2,NA
NA,2021-06-09,4224,2937,1,NA
Schleswig-Holstein,2021-06-10,22969,19382,1,NA
Hamburg,2021-06-10,12302,14675,NA,NA
Niedersachsen,2021-06-10,47148,75036,22,NA
Bremen,2021-06-10,6270,4814,2,NA
Nordrhein-Westfalen,2021-06-10,98004,161814,40,NA
Hessen,2021-06-10,33750,53975,3,NA
Rheinland-Pfalz,2021-06-10,32274,26986,6,NA
Baden-Württemberg,2021-06-10,65537,102705,8,NA
Bayern,2021-06-10,67788,113554,171,NA
Saarland,2021-06-10,6432,9978,1,NA
Berlin,2021-06-10,24538,26796,NA,NA
Brandenburg,2021-06-10,25656,16189,6,NA
Mecklenburg-Vorpommern,2021-06-10,9203,19193,NA,NA
Sachsen,2021-06-10,24591,23207,21,NA
Sachsen-Anhalt,2021-06-10,16024,19590,1,NA
Thüringen,2021-06-10,11713,16462,NA,NA
NA,2021-06-10,7988,2422,1,NA
Schleswig-Holstein,2021-06-11,21330,16848,5,NA
Hamburg,2021-06-11,9852,12797,NA,NA
Niedersachsen,2021-06-11,42502,64441,24,NA
Bremen,2021-06-11,5862,3804,2,NA
Nordrhein-Westfalen,2021-06-11,96799,150811,36,NA
Hessen,2021-06-11,32815,45838,6,NA
Rheinland-Pfalz,2021-06-11,31847,21442,7,NA
Baden-Württemberg,2021-06-11,66130,79219,11,NA
Bayern,2021-06-11,60096,85898,289,NA
Saarland,2021-06-11,6412,8484,NA,NA
Berlin,2021-06-11,20462,22997,2,NA
Brandenburg,2021-06-11,20135,9834,3,NA
Mecklenburg-Vorpommern,2021-06-11,7942,13336,1,NA
Sachsen,2021-06-11,15998,16119,4,NA
Sachsen-Anhalt,2021-06-11,12256,12132,1,NA
Thüringen,2021-06-11,8204,10479,2,NA
NA,2021-06-11,1432,1663,NA,NA
Schleswig-Holstein,2021-06-12,11268,6754,4,NA
Hamburg,2021-06-12,1791,6573,NA,NA
Niedersachsen,2021-06-12,14081,21576,6,NA
Bremen,2021-06-12,2118,1424,NA,NA
Nordrhein-Westfalen,2021-06-12,33715,86000,40,NA
Hessen,2021-06-12,11687,25027,6,NA
Rheinland-Pfalz,2021-06-12,11674,5165,2,NA
Baden-Württemberg,2021-06-12,26403,43695,10,NA
Bayern,2021-06-12,18232,30903,122,NA
Saarland,2021-06-12,2722,5023,NA,NA
Berlin,2021-06-12,8376,11549,3,NA
Brandenburg,2021-06-12,9641,2924,3,NA
Mecklenburg-Vorpommern,2021-06-12,1432,3507,NA,NA
Sachsen,2021-06-12,6124,8626,4,NA
Sachsen-Anhalt,2021-06-12,2848,4449,NA,NA
Thüringen,2021-06-12,4794,3254,2,NA
NA,2021-06-12,NA,19,NA,NA
Schleswig-Holstein,2021-06-13,7259,5993,7,NA
Hamburg,2021-06-13,561,6417,1,NA
Niedersachsen,2021-06-13,6399,2217,NA,NA
Bremen,2021-06-13,2537,515,NA,NA
Nordrhein-Westfalen,2021-06-13,7277,67711,31,NA
Hessen,2021-06-13,6210,22288,1,NA
Rheinland-Pfalz,2021-06-13,2794,1596,NA,NA
Baden-Württemberg,2021-06-13,12177,35793,5,NA
Bayern,2021-06-13,4585,26421,177,NA
Saarland,2021-06-13,249,1056,NA,NA
Berlin,2021-06-13,6218,10644,2,NA
Brandenburg,2021-06-13,484,8,NA,NA
Mecklenburg-Vorpommern,2021-06-13,1781,344,NA,NA
Sachsen,2021-06-13,4720,8342,NA,NA
Sachsen-Anhalt,2021-06-13,1725,1334,1,NA
Thüringen,2021-06-13,2579,3052,NA,NA
NA,2021-06-13,NA,295,NA,NA
Schleswig-Holstein,2021-06-14,11402,10948,4,NA
Hamburg,2021-06-14,6913,7230,NA,NA
Niedersachsen,2021-06-14,22543,39892,18,NA
Bremen,2021-06-14,3666,2621,NA,NA
Nordrhein-Westfalen,2021-06-14,47396,92178,37,NA
Hessen,2021-06-14,18420,31391,4,NA
Rheinland-Pfalz,2021-06-14,17345,16765,11,NA
Baden-Württemberg,2021-06-14,39565,47146,4,NA
Bayern,2021-06-14,35328,52483,291,NA
Saarland,2021-06-14,2930,6951,NA,NA
Berlin,2021-06-14,14591,16929,5,NA
Brandenburg,2021-06-14,10421,9072,1,NA
Mecklenburg-Vorpommern,2021-06-14,6274,8097,NA,NA
Sachsen,2021-06-14,8728,16185,7,NA
Sachsen-Anhalt,2021-06-14,9302,9510,1,NA
Thüringen,2021-06-14,6369,7785,2,NA
NA,2021-06-14,2648,2187,NA,NA
Schleswig-Holstein,2021-06-15,16734,22327,3,NA
Hamburg,2021-06-15,10446,15136,NA,NA
Niedersachsen,2021-06-15,44933,68261,16,NA
Bremen,2021-06-15,5208,4498,NA,NA
Nordrhein-Westfalen,2021-06-15,88366,161361,21,NA
Hessen,2021-06-15,30444,53593,6,NA
Rheinland-Pfalz,2021-06-15,25382,31454,10,NA
Baden-Württemberg,2021-06-15,66417,92263,7,NA
Bayern,2021-06-15,65840,110484,197,NA
Saarland,2021-06-15,4689,11014,NA,NA
Berlin,2021-06-15,22582,29313,3,NA
Brandenburg,2021-06-15,14235,18645,1,NA
Mecklenburg-Vorpommern,2021-06-15,8143,16558,NA,NA
Sachsen,2021-06-15,16422,26429,1,NA
Sachsen-Anhalt,2021-06-15,11930,19861,3,NA
Thüringen,2021-06-15,9521,15487,2,NA
NA,2021-06-15,3815,1891,1,NA
Schleswig-Holstein,2021-06-16,24739,32850,6,NA
Hamburg,2021-06-16,13739,17446,NA,NA
Niedersachsen,2021-06-16,58632,91471,13,NA
Bremen,2021-06-16,6637,5066,NA,NA
Nordrhein-Westfalen,2021-06-16,113627,206905,36,NA
Hessen,2021-06-16,40845,69445,2,NA
Rheinland-Pfalz,2021-06-16,32889,38129,7,NA
Baden-Württemberg,2021-06-16,80986,110444,22,NA
Bayern,2021-06-16,85220,134893,66,NA
Saarland,2021-06-16,6052,12583,NA,NA
Berlin,2021-06-16,24882,35775,1,NA
Brandenburg,2021-06-16,17044,22227,10,NA
Mecklenburg-Vorpommern,2021-06-16,10599,19481,1,NA
Sachsen,2021-06-16,21050,33588,7,NA
Sachsen-Anhalt,2021-06-16,14590,22926,NA,NA
Thüringen,2021-06-16,11591,17657,2,NA
NA,2021-06-16,3559,3659,4,NA
Schleswig-Holstein,2021-06-17,18110,20490,4,NA
Hamburg,2021-06-17,15062,14284,NA,NA
Niedersachsen,2021-06-17,43431,72592,17,NA
Bremen,2021-06-17,5205,4147,2,NA
Nordrhein-Westfalen,2021-06-17,93528,146465,615,NA
Hessen,2021-06-17,29762,52359,4,NA
Rheinland-Pfalz,2021-06-17,27106,27927,8,NA
Baden-Württemberg,2021-06-17,73376,86631,50,NA
Bayern,2021-06-17,73616,109647,55,NA
Saarland,2021-06-17,5519,10243,NA,NA
Berlin,2021-06-17,24965,28535,9,NA
Brandenburg,2021-06-17,14467,19859,4,NA
Mecklenburg-Vorpommern,2021-06-17,9816,17023,1,NA
Sachsen,2021-06-17,17650,29724,3,NA
Sachsen-Anhalt,2021-06-17,14496,20015,6,NA
Thüringen,2021-06-17,10746,14807,NA,NA
NA,2021-06-17,3631,3099,NA,NA
Schleswig-Holstein,2021-06-18,14946,18166,4,NA
Hamburg,2021-06-18,11522,13301,11,NA
Niedersachsen,2021-06-18,39770,61854,23,NA
Bremen,2021-06-18,5040,3293,1,NA
Nordrhein-Westfalen,2021-06-18,85335,136834,59,NA
Hessen,2021-06-18,27821,44732,4,NA
Rheinland-Pfalz,2021-06-18,25986,22171,12,NA
Baden-Württemberg,2021-06-18,63352,70427,21,NA
Bayern,2021-06-18,62714,80462,32,NA
Saarland,2021-06-18,4566,8542,1,NA
Berlin,2021-06-18,18858,23608,5,NA
Brandenburg,2021-06-18,12511,12276,3,NA
Mecklenburg-Vorpommern,2021-06-18,6452,13118,2,NA
Sachsen,2021-06-18,13849,21004,4,NA
Sachsen-Anhalt,2021-06-18,9367,12697,7,NA
Thüringen,2021-06-18,6865,9664,1,NA
NA,2021-06-18,1692,1974,NA,NA
Schleswig-Holstein,2021-06-19,9496,8029,8,NA
Hamburg,2021-06-19,4562,5620,NA,NA
Niedersachsen,2021-06-19,13464,27174,16,NA
Bremen,2021-06-19,1557,1645,NA,NA
Nordrhein-Westfalen,2021-06-19,24783,74947,55,NA
Hessen,2021-06-19,11069,28630,5,NA
Rheinland-Pfalz,2021-06-19,6647,6308,NA,NA
Baden-Württemberg,2021-06-19,26340,41136,12,NA
Bayern,2021-06-19,20053,40595,36,NA
Saarland,2021-06-19,1770,5443,NA,NA
Berlin,2021-06-19,7487,11889,1,NA
Brandenburg,2021-06-19,5062,3283,1,NA
Mecklenburg-Vorpommern,2021-06-19,1942,4067,NA,NA
Sachsen,2021-06-19,4605,12438,2,NA
Sachsen-Anhalt,2021-06-19,1913,2895,NA,NA
Thüringen,2021-06-19,7164,2854,NA,NA
NA,2021-06-19,7,NA,NA,NA
Schleswig-Holstein,2021-06-20,4644,7813,NA,NA
Hamburg,2021-06-20,3754,4869,NA,NA
Niedersachsen,2021-06-20,4269,10638,NA,NA
Bremen,2021-06-20,1969,993,NA,NA
Nordrhein-Westfalen,2021-06-20,4853,63298,51,NA
Hessen,2021-06-20,5916,24875,2,NA
Rheinland-Pfalz,2021-06-20,4233,2062,2,NA
Baden-Württemberg,2021-06-20,14877,34654,2,NA
Bayern,2021-06-20,12184,28852,27,NA
Saarland,2021-06-20,198,1025,NA,NA
Berlin,2021-06-20,5383,12566,NA,NA
Brandenburg,2021-06-20,80,293,NA,NA
Mecklenburg-Vorpommern,2021-06-20,44,307,NA,NA
Sachsen,2021-06-20,4789,11221,NA,NA
Sachsen-Anhalt,2021-06-20,24,1231,NA,NA
Thüringen,2021-06-20,5741,775,NA,NA
NA,2021-06-20,2,2,NA,NA
Schleswig-Holstein,2021-06-21,9583,12096,NA,NA
Hamburg,2021-06-21,5633,9678,NA,NA
Niedersachsen,2021-06-21,24425,41774,23,NA
Bremen,2021-06-21,2950,2787,NA,NA
Nordrhein-Westfalen,2021-06-21,41806,84555,56,NA
Hessen,2021-06-21,16308,31749,6,NA
Rheinland-Pfalz,2021-06-21,16556,16321,8,NA
Baden-Württemberg,2021-06-21,32314,47186,3,NA
Bayern,2021-06-21,40722,57709,22,NA
Saarland,2021-06-21,2282,6502,1,NA
Berlin,2021-06-21,12740,18662,2,NA
Brandenburg,2021-06-21,5635,9789,3,NA
Mecklenburg-Vorpommern,2021-06-21,4174,7689,1,NA
Sachsen,2021-06-21,8236,16512,NA,NA
Sachsen-Anhalt,2021-06-21,6610,12366,NA,NA
Thüringen,2021-06-21,6451,6004,2,NA
NA,2021-06-21,1914,2088,2,NA
Schleswig-Holstein,2021-06-22,15650,22491,7,NA
Hamburg,2021-06-22,10772,16633,7,NA
Niedersachsen,2021-06-22,42428,73068,7,NA
Bremen,2021-06-22,4478,5371,1,NA
Nordrhein-Westfalen,2021-06-22,86488,163850,59,NA
Hessen,2021-06-22,30360,55265,3,NA
Rheinland-Pfalz,2021-06-22,26362,30787,9,NA
Baden-Württemberg,2021-06-22,64338,91956,7,NA
Bayern,2021-06-22,79717,121381,26,NA
Saarland,2021-06-22,4769,10122,NA,NA
Berlin,2021-06-22,18096,35372,4,NA
Brandenburg,2021-06-22,9812,21548,1,NA
Mecklenburg-Vorpommern,2021-06-22,6548,13407,NA,NA
Sachsen,2021-06-22,14639,26132,2,NA
Sachsen-Anhalt,2021-06-22,11797,20041,4,NA
Thüringen,2021-06-22,9129,13572,2,NA
NA,2021-06-22,2067,3179,NA,NA
Schleswig-Holstein,2021-06-23,22099,29656,5,NA
Hamburg,2021-06-23,14714,18458,1,NA
Niedersachsen,2021-06-23,61727,81923,24,NA
Bremen,2021-06-23,5418,5812,1,NA
Nordrhein-Westfalen,2021-06-23,116894,197420,49,NA
Hessen,2021-06-23,41447,65691,4,NA
Rheinland-Pfalz,2021-06-23,32685,42537,8,NA
Baden-Württemberg,2021-06-23,76096,113925,7,NA
Bayern,2021-06-23,94573,146300,20,NA
Saarland,2021-06-23,6911,10436,NA,NA
Berlin,2021-06-23,19917,39295,NA,NA
Brandenburg,2021-06-23,11380,21348,1,NA
Mecklenburg-Vorpommern,2021-06-23,8412,17108,NA,NA
Sachsen,2021-06-23,24886,27712,2,NA
Sachsen-Anhalt,2021-06-23,14179,21464,2,NA
Thüringen,2021-06-23,8395,19212,1,NA
NA,2021-06-23,2673,4309,NA,NA
Schleswig-Holstein,2021-06-24,17970,15791,6,NA
Hamburg,2021-06-24,15583,11738,NA,NA
Niedersachsen,2021-06-24,61070,34358,8,NA
Bremen,2021-06-24,6045,2627,2,NA
Nordrhein-Westfalen,2021-06-24,115868,100105,39,NA
Hessen,2021-06-24,35181,38057,7,NA
Rheinland-Pfalz,2021-06-24,26519,23057,1,NA
Baden-Württemberg,2021-06-24,76465,68465,6,NA
Bayern,2021-06-24,97534,84663,26,NA
Saarland,2021-06-24,7312,5498,NA,NA
Berlin,2021-06-24,21048,24084,2,NA
Brandenburg,2021-06-24,10977,15977,5,NA
Mecklenburg-Vorpommern,2021-06-24,8509,9576,1,NA
Sachsen,2021-06-24,23983,22272,4,NA
Sachsen-Anhalt,2021-06-24,14378,12447,2,NA
Thüringen,2021-06-24,8462,14148,3,NA
NA,2021-06-24,2477,4487,NA,NA
Schleswig-Holstein,2021-06-25,14578,13605,7,NA
Hamburg,2021-06-25,12465,11184,4,NA
Niedersachsen,2021-06-25,45841,44018,7,NA
Bremen,2021-06-25,5234,3019,NA,NA
Nordrhein-Westfalen,2021-06-25,97620,111303,48,NA
Hessen,2021-06-25,27733,36242,6,NA
Rheinland-Pfalz,2021-06-25,20981,24574,6,NA
Baden-Württemberg,2021-06-25,59167,64060,4,NA
Bayern,2021-06-25,69742,85125,35,NA
Saarland,2021-06-25,5499,5573,NA,NA
Berlin,2021-06-25,15383,21403,1,NA
Brandenburg,2021-06-25,7109,12244,NA,NA
Mecklenburg-Vorpommern,2021-06-25,5723,8538,NA,NA
Sachsen,2021-06-25,12481,19689,3,NA
Sachsen-Anhalt,2021-06-25,9966,9274,1,NA
Thüringen,2021-06-25,4690,11269,1,NA
NA,2021-06-25,863,1810,NA,NA
Schleswig-Holstein,2021-06-26,6557,8343,2,NA
Hamburg,2021-06-26,4757,5360,1,NA
Niedersachsen,2021-06-26,10971,25948,5,NA
Bremen,2021-06-26,3786,1683,NA,NA
Nordrhein-Westfalen,2021-06-26,36354,62614,72,NA
Hessen,2021-06-26,11657,21261,5,NA
Rheinland-Pfalz,2021-06-26,8388,8049,4,NA
Baden-Württemberg,2021-06-26,22824,36080,7,NA
Bayern,2021-06-26,23651,47004,21,NA
Saarland,2021-06-26,2198,4258,NA,NA
Berlin,2021-06-26,6424,9200,1,NA
Brandenburg,2021-06-26,2179,5822,NA,NA
Mecklenburg-Vorpommern,2021-06-26,1149,2787,NA,NA
Sachsen,2021-06-26,6305,11734,NA,NA
Sachsen-Anhalt,2021-06-26,1048,1688,NA,NA
Thüringen,2021-06-26,6443,3745,3,NA
NA,2021-06-26,1,3,NA,NA
Schleswig-Holstein,2021-06-27,4188,8306,NA,NA
Hamburg,2021-06-27,2229,5500,NA,NA
Niedersachsen,2021-06-27,4833,3442,2,NA
Bremen,2021-06-27,1964,1194,1,NA
Nordrhein-Westfalen,2021-06-27,21557,62639,40,NA
Hessen,2021-06-27,6493,18407,2,NA
Rheinland-Pfalz,2021-06-27,2518,3884,2,NA
Baden-Württemberg,2021-06-27,14982,27418,4,NA
Bayern,2021-06-27,13197,35602,16,NA
Saarland,2021-06-27,814,317,NA,NA
Berlin,2021-06-27,4853,9255,NA,NA
Brandenburg,2021-06-27,40,19,NA,NA
Mecklenburg-Vorpommern,2021-06-27,10,340,NA,NA
Sachsen,2021-06-27,6845,9746,2,NA
Sachsen-Anhalt,2021-06-27,67,618,NA,NA
Thüringen,2021-06-27,3743,3573,NA,NA
NA,2021-06-27,1,NA,NA,NA
Schleswig-Holstein,2021-06-28,4982,12271,NA,NA
Hamburg,2021-06-28,8328,6951,2,NA
Niedersachsen,2021-06-28,33504,24249,3,NA
Bremen,2021-06-28,2786,3191,1,NA
Nordrhein-Westfalen,2021-06-28,61541,88089,42,NA
Hessen,2021-06-28,16958,29343,5,NA
Rheinland-Pfalz,2021-06-28,13522,19201,5,NA
Baden-Württemberg,2021-06-28,31349,43455,9,NA
Bayern,2021-06-28,45639,63133,28,NA
Saarland,2021-06-28,3643,2673,NA,NA
Berlin,2021-06-28,10815,14979,1,NA
Brandenburg,2021-06-28,4959,6440,NA,NA
Mecklenburg-Vorpommern,2021-06-28,4683,7078,NA,NA
Sachsen,2021-06-28,8120,17787,4,NA
Sachsen-Anhalt,2021-06-28,5421,8563,NA,NA
Thüringen,2021-06-28,3057,7810,NA,NA
NA,2021-06-28,982,2467,NA,NA
Schleswig-Holstein,2021-06-29,11738,19433,5,NA
Hamburg,2021-06-29,16134,7962,NA,NA
Niedersachsen,2021-06-29,54030,39783,8,NA
Bremen,2021-06-29,4170,4002,1,NA
Nordrhein-Westfalen,2021-06-29,105194,139877,35,NA
Hessen,2021-06-29,30342,41963,4,NA
Rheinland-Pfalz,2021-06-29,24072,28836,6,NA
Baden-Württemberg,2021-06-29,55964,69288,7,NA
Bayern,2021-06-29,81079,93476,21,NA
Saarland,2021-06-29,5515,5579,NA,NA
Berlin,2021-06-29,14367,27771,3,NA
Brandenburg,2021-06-29,7389,13307,2,NA
Mecklenburg-Vorpommern,2021-06-29,5305,11255,NA,NA
Sachsen,2021-06-29,13144,25550,5,NA
Sachsen-Anhalt,2021-06-29,8691,15383,4,NA
Thüringen,2021-06-29,5527,14823,NA,NA
NA,2021-06-29,731,2719,NA,NA
Schleswig-Holstein,2021-06-30,17019,25721,3,NA
Hamburg,2021-06-30,14645,13828,NA,NA
Niedersachsen,2021-06-30,62033,47982,6,NA
Bremen,2021-06-30,4495,4508,1,NA
Nordrhein-Westfalen,2021-06-30,133053,148889,33,NA
Hessen,2021-06-30,37167,48111,7,NA
Rheinland-Pfalz,2021-06-30,28383,30079,3,NA
Baden-Württemberg,2021-06-30,57422,80970,9,NA
Bayern,2021-06-30,105342,80902,11,NA
Saarland,2021-06-30,5918,4890,NA,NA
Berlin,2021-06-30,14982,28734,1,NA
Brandenburg,2021-06-30,7688,12763,2,NA
Mecklenburg-Vorpommern,2021-06-30,5835,11089,NA,NA
Sachsen,2021-06-30,12465,31142,11,NA
Sachsen-Anhalt,2021-06-30,8991,17908,1,NA
Thüringen,2021-06-30,5117,15767,NA,NA
NA,2021-06-30,933,3468,1,NA
Schleswig-Holstein,2021-07-01,12549,18785,3,NA
Hamburg,2021-07-01,17035,8379,NA,NA
Niedersachsen,2021-07-01,51997,37052,6,NA
Bremen,2021-07-01,3697,3990,1,NA
Nordrhein-Westfalen,2021-07-01,108679,120253,37,NA
Hessen,2021-07-01,32132,40502,2,NA
Rheinland-Pfalz,2021-07-01,23510,22946,5,NA
Baden-Württemberg,2021-07-01,51294,70054,8,NA
Bayern,2021-07-01,95943,55398,19,NA
Saarland,2021-07-01,5733,3827,NA,NA
Berlin,2021-07-01,15663,24541,NA,NA
Brandenburg,2021-07-01,8255,12702,3,NA
Mecklenburg-Vorpommern,2021-07-01,7658,10685,NA,NA
Sachsen,2021-07-01,17030,22501,2,NA
Sachsen-Anhalt,2021-07-01,8604,16891,3,NA
Thüringen,2021-07-01,5055,15725,1,NA
NA,2021-07-01,1016,4860,2,NA
Schleswig-Holstein,2021-07-02,10530,17521,2,NA
Hamburg,2021-07-02,15300,5350,9,NA
Niedersachsen,2021-07-02,49642,34552,7,NA
Bremen,2021-07-02,3593,4012,NA,NA
Nordrhein-Westfalen,2021-07-02,96433,114643,48,NA
Hessen,2021-07-02,26937,35008,6,NA
Rheinland-Pfalz,2021-07-02,20307,20226,3,NA
Baden-Württemberg,2021-07-02,41362,63625,7,NA
Bayern,2021-07-02,77281,48917,35,NA
Saarland,2021-07-02,5153,3442,NA,NA
Berlin,2021-07-02,11929,22245,3,NA
Brandenburg,2021-07-02,5750,11931,2,NA
Mecklenburg-Vorpommern,2021-07-02,4803,10039,1,NA
Sachsen,2021-07-02,11199,14991,3,NA
Sachsen-Anhalt,2021-07-02,7203,13866,NA,NA
Thüringen,2021-07-02,3189,12757,NA,NA
NA,2021-07-02,476,1570,2,NA
Schleswig-Holstein,2021-07-03,5977,10524,NA,NA
Hamburg,2021-07-03,7570,1176,NA,NA
Niedersachsen,2021-07-03,16418,14118,1,NA
Bremen,2021-07-03,1663,3351,1,NA
Nordrhein-Westfalen,2021-07-03,37771,65476,44,NA
Hessen,2021-07-03,10956,21098,NA,NA
Rheinland-Pfalz,2021-07-03,10284,6855,1,NA
Baden-Württemberg,2021-07-03,16265,40988,4,NA
Bayern,2021-07-03,36949,14679,7,NA
Saarland,2021-07-03,2145,1314,NA,NA
Berlin,2021-07-03,5263,12548,2,NA
Brandenburg,2021-07-03,1236,5151,1,NA
Mecklenburg-Vorpommern,2021-07-03,1111,3881,NA,NA
Sachsen,2021-07-03,6816,6235,2,NA
Sachsen-Anhalt,2021-07-03,1360,2746,1,NA
Thüringen,2021-07-03,3849,3644,1,NA
NA,2021-07-03,2,15,NA,NA
Schleswig-Holstein,2021-07-04,3964,9762,2,NA
Hamburg,2021-07-04,4231,3904,NA,NA
Niedersachsen,2021-07-04,6718,2449,1,NA
Bremen,2021-07-04,1157,2568,NA,NA
Nordrhein-Westfalen,2021-07-04,25778,52473,31,NA
Hessen,2021-07-04,8420,18658,4,NA
Rheinland-Pfalz,2021-07-04,2895,3843,6,NA
Baden-Württemberg,2021-07-04,9033,32468,8,NA
Bayern,2021-07-04,19255,13077,7,NA
Saarland,2021-07-04,765,236,NA,NA
Berlin,2021-07-04,4366,12296,1,NA
Brandenburg,2021-07-04,12,179,NA,NA
Mecklenburg-Vorpommern,2021-07-04,433,258,NA,NA
Sachsen,2021-07-04,6033,5334,2,NA
Sachsen-Anhalt,2021-07-04,752,272,1,NA
Thüringen,2021-07-04,369,3462,1,NA
NA,2021-07-04,1,2,NA,NA
Schleswig-Holstein,2021-07-05,5697,12450,4,NA
Hamburg,2021-07-05,5752,8185,NA,NA
Niedersachsen,2021-07-05,26152,28099,8,NA
Bremen,2021-07-05,2092,4471,1,NA
Nordrhein-Westfalen,2021-07-05,52386,76744,47,NA
Hessen,2021-07-05,13881,27522,6,NA
Rheinland-Pfalz,2021-07-05,8757,19560,6,NA
Baden-Württemberg,2021-07-05,17933,44149,11,NA
Bayern,2021-07-05,42300,32528,13,NA
Saarland,2021-07-05,3321,2656,NA,NA
Berlin,2021-07-05,7936,18489,3,NA
Brandenburg,2021-07-05,2479,13590,3,NA
Mecklenburg-Vorpommern,2021-07-05,4187,6218,NA,NA
Sachsen,2021-07-05,6881,9333,NA,NA
Sachsen-Anhalt,2021-07-05,4247,8392,3,NA
Thüringen,2021-07-05,2108,9185,NA,NA
NA,2021-07-05,524,1170,NA,NA
Schleswig-Holstein,2021-07-06,9340,22010,6,NA
Hamburg,2021-07-06,6827,16407,NA,NA
Niedersachsen,2021-07-06,37670,45501,4,NA
Bremen,2021-07-06,3161,6035,NA,NA
Nordrhein-Westfalen,2021-07-06,77381,120930,30,NA
Hessen,2021-07-06,23998,42335,2,NA
Rheinland-Pfalz,2021-07-06,15478,30725,6,NA
Baden-Württemberg,2021-07-06,32012,71484,5,NA
Bayern,2021-07-06,56021,69746,18,NA
Saarland,2021-07-06,5025,5337,NA,NA
Berlin,2021-07-06,10901,28369,NA,NA
Brandenburg,2021-07-06,5380,14850,1,NA
Mecklenburg-Vorpommern,2021-07-06,4765,11115,NA,NA
Sachsen,2021-07-06,10590,17802,NA,NA
Sachsen-Anhalt,2021-07-06,6540,15249,3,NA
Thüringen,2021-07-06,3582,15680,3,NA
NA,2021-07-06,485,2120,NA,NA
Schleswig-Holstein,2021-07-07,12896,29657,43,NA
Hamburg,2021-07-07,8996,17133,NA,NA
Niedersachsen,2021-07-07,43621,71433,5,NA
Bremen,2021-07-07,3488,7301,1,NA
Nordrhein-Westfalen,2021-07-07,94091,161113,66,NA
Hessen,2021-07-07,31700,57847,9,NA
Rheinland-Pfalz,2021-07-07,19619,39819,6,NA
Baden-Württemberg,2021-07-07,36072,90420,14,NA
Bayern,2021-07-07,55888,97153,12,NA
Saarland,2021-07-07,5367,6872,NA,NA
Berlin,2021-07-07,12520,34128,2,NA
Brandenburg,2021-07-07,6028,17654,4,NA
Mecklenburg-Vorpommern,2021-07-07,5237,13321,NA,NA
Sachsen,2021-07-07,12632,24522,1,NA
Sachsen-Anhalt,2021-07-07,7867,18959,5,NA
Thüringen,2021-07-07,4377,17039,NA,NA
NA,2021-07-07,522,3712,NA,NA
Schleswig-Holstein,2021-07-08,9912,21970,1,NA
Hamburg,2021-07-08,9904,13947,1,NA
Niedersachsen,2021-07-08,37815,53009,8,NA
Bremen,2021-07-08,2353,6792,NA,NA
Nordrhein-Westfalen,2021-07-08,70492,122353,33,NA
Hessen,2021-07-08,22583,44979,3,NA
Rheinland-Pfalz,2021-07-08,15283,32409,10,NA
Baden-Württemberg,2021-07-08,30022,79743,12,NA
Bayern,2021-07-08,43692,81768,17,NA
Saarland,2021-07-08,4750,4833,NA,NA
Berlin,2021-07-08,10540,27772,NA,NA
Brandenburg,2021-07-08,5673,16872,4,NA
Mecklenburg-Vorpommern,2021-07-08,4017,14545,NA,NA
Sachsen,2021-07-08,11639,21611,2,NA
Sachsen-Anhalt,2021-07-08,6949,16362,5,NA
Thüringen,2021-07-08,3900,16286,1,NA
NA,2021-07-08,741,6663,1,NA
Schleswig-Holstein,2021-07-09,7672,18890,11,NA
Hamburg,2021-07-09,5814,13289,NA,NA
Niedersachsen,2021-07-09,28831,46784,7,NA
Bremen,2021-07-09,2243,6693,NA,NA
Nordrhein-Westfalen,2021-07-09,61939,111622,41,NA
Hessen,2021-07-09,17366,41646,36,NA
Rheinland-Pfalz,2021-07-09,11878,28256,9,NA
Baden-Württemberg,2021-07-09,22653,68418,21,NA
Bayern,2021-07-09,32180,70987,25,NA
Saarland,2021-07-09,4394,4511,NA,NA
Berlin,2021-07-09,8315,22478,1,NA
Brandenburg,2021-07-09,3786,15635,3,NA
Mecklenburg-Vorpommern,2021-07-09,3504,9359,1,NA
Sachsen,2021-07-09,7161,16195,1,NA
Sachsen-Anhalt,2021-07-09,4338,14280,10,NA
Thüringen,2021-07-09,2631,12024,2,NA
NA,2021-07-09,247,1887,NA,NA
Schleswig-Holstein,2021-07-10,3524,10663,6,NA
Hamburg,2021-07-10,3342,4582,1,NA
Niedersachsen,2021-07-10,11300,17329,3,NA
Bremen,2021-07-10,751,3078,1,NA
Nordrhein-Westfalen,2021-07-10,34899,52308,34,NA
Hessen,2021-07-10,7474,22321,2,NA
Rheinland-Pfalz,2021-07-10,5725,11131,5,NA
Baden-Württemberg,2021-07-10,9377,36236,10,NA
Bayern,2021-07-10,14096,33705,17,NA
Saarland,2021-07-10,2825,1752,NA,NA
Berlin,2021-07-10,4506,10085,NA,NA
Brandenburg,2021-07-10,746,9363,1,NA
Mecklenburg-Vorpommern,2021-07-10,473,2046,NA,NA
Sachsen,2021-07-10,5079,5990,1,NA
Sachsen-Anhalt,2021-07-10,836,2702,NA,NA
Thüringen,2021-07-10,324,8669,1,NA
NA,2021-07-10,40,22,NA,NA
Schleswig-Holstein,2021-07-11,3395,8299,3,NA
Hamburg,2021-07-11,7194,1564,NA,NA
Niedersachsen,2021-07-11,3176,8491,NA,NA
Bremen,2021-07-11,836,2543,NA,NA
Nordrhein-Westfalen,2021-07-11,21511,35298,28,NA
Hessen,2021-07-11,6540,17473,6,NA
